measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
2,DALYs (Disability-Adjusted Life Years),527,California,1,Male,1,<5 years,491,Cardiovascular diseases,1,Number,2018,2190.40450954742,2597.941633867061,1821.4388214439957
2,DALYs (Disability-Adjusted Life Years),527,California,2,Female,1,<5 years,491,Cardiovascular diseases,1,Number,2018,2002.2500588346732,2339.719093378281,1666.3635164211894
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,1,<5 years,491,Cardiovascular diseases,1,Number,2018,4192.654568382095,4866.7324526459015,3548.112051956602
2,DALYs (Disability-Adjusted Life Years),527,California,1,Male,1,<5 years,491,Cardiovascular diseases,2,Percent,2018,0.015488729549925568,0.01853296414412265,0.012677697753411361
2,DALYs (Disability-Adjusted Life Years),527,California,2,Female,1,<5 years,491,Cardiovascular diseases,2,Percent,2018,0.017607713837486348,0.02099620861149871,0.01452453840178119
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,1,<5 years,491,Cardiovascular diseases,2,Percent,2018,0.01643294910009314,0.019250376028433415,0.013782410425595274
2,DALYs (Disability-Adjusted Life Years),527,California,1,Male,1,<5 years,491,Cardiovascular diseases,3,Rate,2018,184.1089216516771,218.36342586058996,153.09644214521978
2,DALYs (Disability-Adjusted Life Years),527,California,2,Female,1,<5 years,491,Cardiovascular diseases,3,Rate,2018,176.43692954870136,206.1744740726319,146.83883316774464
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,1,<5 years,491,Cardiovascular diseases,3,Rate,2018,180.36353526498465,209.3616480994215,152.63600250619788
2,DALYs (Disability-Adjusted Life Years),527,California,1,Male,23,5-14 years,491,Cardiovascular diseases,1,Number,2018,1655.129504574378,2014.7696805120563,1346.3229546006878
2,DALYs (Disability-Adjusted Life Years),527,California,2,Female,23,5-14 years,491,Cardiovascular diseases,1,Number,2018,1562.7079444200472,1942.3331567328826,1253.3382722167069
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,23,5-14 years,491,Cardiovascular diseases,1,Number,2018,3217.837448994422,3887.1377097039085,2645.3752475757206
2,DALYs (Disability-Adjusted Life Years),527,California,1,Male,23,5-14 years,491,Cardiovascular diseases,2,Percent,2018,0.012660616971453247,0.015968752521886207,0.00972545088264029
2,DALYs (Disability-Adjusted Life Years),527,California,2,Female,23,5-14 years,491,Cardiovascular diseases,2,Percent,2018,0.012700908006437642,0.016430743973432402,0.00954910713536567
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,23,5-14 years,491,Cardiovascular diseases,2,Percent,2018,0.012676690570604617,0.016102192136010114,0.009799626798954707
2,DALYs (Disability-Adjusted Life Years),527,California,1,Male,23,5-14 years,491,Cardiovascular diseases,3,Rate,2018,64.07458829895972,77.99724277722544,52.11984246251563
2,DALYs (Disability-Adjusted Life Years),527,California,2,Female,23,5-14 years,491,Cardiovascular diseases,3,Rate,2018,63.21384749133601,78.57024876944935,50.6993867138526
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,23,5-14 years,491,Cardiovascular diseases,3,Rate,2018,63.65367045353202,76.89343750359808,52.32950604379881
2,DALYs (Disability-Adjusted Life Years),527,California,1,Male,24,15-49 years,491,Cardiovascular diseases,1,Number,2018,115699.03288201138,137221.51180063648,95451.77621923598
2,DALYs (Disability-Adjusted Life Years),527,California,2,Female,24,15-49 years,491,Cardiovascular diseases,1,Number,2018,58321.013297019956,69662.38421516967,48314.222203365745
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,24,15-49 years,491,Cardiovascular diseases,1,Number,2018,174020.04617903134,200779.26345197388,150473.92958089017
2,DALYs (Disability-Adjusted Life Years),527,California,1,Male,24,15-49 years,491,Cardiovascular diseases,2,Percent,2018,0.06296373430285074,0.07492632165187994,0.052754684472922315
2,DALYs (Disability-Adjusted Life Years),527,California,2,Female,24,15-49 years,491,Cardiovascular diseases,2,Percent,2018,0.03446620978973901,0.04206292137080422,0.02773916796598317
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,24,15-49 years,491,Cardiovascular diseases,2,Percent,2018,0.04934183863992834,0.059225664979112205,0.04112168874927372
2,DALYs (Disability-Adjusted Life Years),527,California,1,Male,24,15-49 years,491,Cardiovascular diseases,3,Rate,2018,1185.7604370161212,1406.3370777408934,978.2531198779241
2,DALYs (Disability-Adjusted Life Years),527,California,2,Female,24,15-49 years,491,Cardiovascular diseases,3,Rate,2018,617.7448098036602,737.8742901517533,511.7513965991919
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,24,15-49 years,491,Cardiovascular diseases,3,Rate,2018,906.4334561856479,1045.8165349177502,783.7867363597853
2,DALYs (Disability-Adjusted Life Years),527,California,1,Male,25,50-69 years,491,Cardiovascular diseases,1,Number,2018,388245.1089838128,463541.40450560185,317477.44974154077
2,DALYs (Disability-Adjusted Life Years),527,California,2,Female,25,50-69 years,491,Cardiovascular diseases,1,Number,2018,187378.52457010405,220375.58241523305,159145.2280919616
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,25,50-69 years,491,Cardiovascular diseases,1,Number,2018,575623.6335539176,662844.3057674881,494409.5064325645
