GEOID,county,pop
6067007012,Sacramento,3345
6037555002,Los Angeles,3346
6053012700,Monterey,3346
6071005800,San Bernardino,3346
6007000202,Butte,3347
6073012304,San Diego,3347
6073017053,San Diego,3348
6001450501,Alameda,3349
6037221120,Los Angeles,3349
6037310400,Los Angeles,3350
6059086801,Orange,3350
6061023800,Placer,3351
6079011101,San Luis Obispo,3351
6037207302,Los Angeles,3352
6037461400,Los Angeles,3352
6037700802,Los Angeles,3352
6001400100,Alameda,3353
6037195202,Los Angeles,3354
6037128801,Los Angeles,3355
6059052518,Orange,3355
6061020107,Placer,3355
6087121000,Santa Cruz,3355
6001405000,Alameda,3356
6037920040,Los Angeles,3356
6067005803,Sacramento,3356
6071000904,San Bernardino,3356
6081606800,San Mateo,3356
6001431100,Alameda,3358
6001442000,Alameda,3358
6037199700,Los Angeles,3358
6075025402,San Francisco,3358
6037141303,Los Angeles,3359
6061023000,Placer,3359
6071001503,San Bernardino,3359
6075021400,San Francisco,3359
6029005003,Kern,3361
6037241400,Los Angeles,3363
6037542104,Los Angeles,3363
6037554801,Los Angeles,3363
6065040204,Riverside,3363
6037121020,Los Angeles,3364
6037201503,Los Angeles,3364
6065043701,Riverside,3364
6085511609,Santa Clara,3364
6001435500,Alameda,3365
6037189201,Los Angeles,3365
6037500100,Los Angeles,3365
6037553300,Los Angeles,3365
6077004703,San Joaquin,3365
6037701202,Los Angeles,3366
6059110015,Orange,3366
6077003214,San Joaquin,3367
6059052520,Orange,3368
6113010512,Yolo,3368
6037190401,Los Angeles,3370
6073020405,San Diego,3370
6073009703,San Diego,3371
6037262704,Los Angeles,3373
6073019208,San Diego,3373
6085511400,Santa Clara,3373
6097153704,Sonoma,3374
6037189400,Los Angeles,3376
6083003102,Santa Barbara,3376
6037123204,Los Angeles,3378
6037212306,Los Angeles,3378
6095250701,Solano,3379
6037405002,Los Angeles,3380
6111007508,Ventura,3380
6037123303,Los Angeles,3381
6037224410,Los Angeles,3381
6055201602,Napa,3381
6081604500,San Mateo,3381
6083001500,Santa Barbara,3381
6059075303,Orange,3382
6001410200,Alameda,3383
6001443322,Alameda,3383
6037124903,Los Angeles,3383
6059110003,Orange,3383
6071004800,San Bernardino,3383
6097153804,Sonoma,3383
6037542402,Los Angeles,3384
6041119201,Marin,3384
6037239502,Los Angeles,3385
6019004213,Fresno,3386
6037109300,Los Angeles,3386
6037132501,Los Angeles,3387
6037403901,Los Angeles,3387
6029002811,Kern,3388
6037237720,Los Angeles,3389
6065043217,Riverside,3389
6037920036,Los Angeles,3390
6067008129,Sacramento,3390
6059001903,Orange,3392
6083002209,Santa Barbara,3392
6037123020,Los Angeles,3395
6037404503,Los Angeles,3396
6065042512,Riverside,3396
6071004503,San Bernardino,3396
6061020713,Placer,3399
6023011200,Humboldt,3400
6037532001,Los Angeles,3400
6073016811,San Diego,3401
6037104620,Los Angeles,3402
6037221500,Los Angeles,3402
6037534404,Los Angeles,3403
6037920034,Los Angeles,3403
6071008100,San Bernardino,3403
6071009714,San Bernardino,3403
6037237402,Los Angeles,3404
6045010400,Mendocino,3404
6097151504,Sonoma,3404
6019005407,Fresno,3405
6047000602,Merced,3405
6085504416,Santa Clara,3405
6007002602,Butte,3406
6059032036,Orange,3406
6073010104,San Diego,3406
6083001306,Santa Barbara,3408
6019002200,Fresno,3409
6029003305,Kern,3409
6037554519,Los Angeles,3410
6073018612,San Diego,3411
6037123602,Los Angeles,3412
6067009617,Sacramento,3412
6081610602,San Mateo,3412
6037267700,Los Angeles,3415
6037600911,Los Angeles,3415
6037433503,Los Angeles,3416
6037542800,Los Angeles,3416
6007003600,Butte,3417
6085512032,Santa Clara,3417
6059062646,Orange,3418
6037214503,Los Angeles,3419
6065040815,Riverside,3419
6067004401,Sacramento,3419
6081613400,San Mateo,3419
6097150902,Sonoma,3419
6037104821,Los Angeles,3420
6037602700,Los Angeles,3420
6073008306,San Diego,3422
6071009400,San Bernardino,3423
6073018512,San Diego,3424
6037239501,Los Angeles,3425
6037404703,Los Angeles,3428
6037481300,Los Angeles,3429
6059099224,Orange,3429
6001405902,Alameda,3430
6037573403,Los Angeles,3430
6081613000,San Mateo,3430
6097154302,Sonoma,3430
6089012702,Shasta,3431
6109005201,Tuolumne,3431
6093000703,Siskiyou,3432
6097153705,Sonoma,3433
6059075702,Orange,3434
6037209103,Los Angeles,3435
6073003109,San Diego,3435
6001404300,Alameda,3436
6067009108,Sacramento,3436
6073006000,San Diego,3437
6081608001,San Mateo,3437
6001405901,Alameda,3438
6085509303,Santa Clara,3440
6067008507,Sacramento,3441
6037239320,Los Angeles,3442
6037433902,Los Angeles,3442
6037532603,Los Angeles,3442
6067009005,Sacramento,3442
6095252306,Solano,3442
6037262706,Los Angeles,3443
6095253205,Solano,3443
6013335000,Contra Costa,3444
6037236204,Los Angeles,3444
6037139504,Los Angeles,3445
6037205120,Los Angeles,3445
6037535603,Los Angeles,3446
6037800325,Los Angeles,3446
6059062640,Orange,3446
6067008142,Sacramento,3446
6037128101,Los Angeles,3447
6037406902,Los Angeles,3447
6073002709,San Diego,3448
6017030402,El Dorado,3450
6067007906,Sacramento,3450
6037134306,Los Angeles,3451
6037301802,Los Angeles,3451
6037480002,Los Angeles,3452
6075017101,San Francisco,3453
6065042517,Riverside,3454
6037228320,Los Angeles,3455
6087121403,Santa Cruz,3455
6097151900,Sonoma,3455
6101050403,Sutter,3455
6037191110,Los Angeles,3457
6037267902,Los Angeles,3458
6073017020,San Diego,3458
6019005805,Fresno,3459
6037194102,Los Angeles,3459
6037234800,Los Angeles,3460
6029005900,Kern,3463
6067007431,Sacramento,3465
6077004307,San Joaquin,3465
6085503324,Santa Clara,3465
6097153806,Sonoma,3465
6013338201,Contra Costa,3466
6037237710,Los Angeles,3466
6075012402,San Francisco,3466
6059042339,Orange,3467
6073017502,San Diego,3467
6001451505,Alameda,3468
6037400205,Los Angeles,3468
6037910602,Los Angeles,3468
6045011102,Mendocino,3468
6071006201,San Bernardino,3470
6113010509,Yolo,3471
6037262501,Los Angeles,3472
6037216800,Los Angeles,3473
6065042407,Riverside,3473
6037124201,Los Angeles,3474
6067008704,Sacramento,3476
6095252107,Solano,3476
6019001000,Fresno,3477
6037106642,Los Angeles,3477
6073007702,San Diego,3477
6037552302,Los Angeles,3478
6081607300,San Mateo,3478
6037226410,Los Angeles,3479
6067004008,Sacramento,3479
6065042714,Riverside,3480
6037237401,Los Angeles,3482
6073009103,San Diego,3483
6037117407,Los Angeles,3484
6075023300,San Francisco,3484
6037106645,Los Angeles,3487
6037271901,Los Angeles,3487
6037900806,Los Angeles,3488
6113010605,Yolo,3489
6001428500,Alameda,3491
6037181500,Los Angeles,3491
6065043276,Riverside,3491
6097151306,Sonoma,3491
6111005404,Ventura,3493
6065046200,Riverside,3494
6081608002,San Mateo,3494
6001404200,Alameda,3496
6059099233,Orange,3496
6059099604,Orange,3496
6037120103,Los Angeles,3497
6037463900,Los Angeles,3498
6037532102,Los Angeles,3498
6079010002,San Luis Obispo,3498
6035040600,Lassen,3499
6081608300,San Mateo,3499
6071000813,San Bernardino,3500
6075042602,San Francisco,3500
6037702700,Los Angeles,3501
6047000503,Merced,3501
6059099905,Orange,3501
6065030900,Riverside,3501
6085503331,Santa Clara,3501
6037131702,Los Angeles,3503
6037203500,Los Angeles,3503
6067004012,Sacramento,3503
6075031000,San Francisco,3503
6013352101,Contra Costa,3504
6013353001,Contra Costa,3504
6037101122,Los Angeles,3504
6059099244,Orange,3504
6037910206,Los Angeles,3505
6111005503,Ventura,3505
6001421600,Alameda,3506
6019000300,Fresno,3506
6073021600,San Diego,3506
6029006404,Kern,3507
6065051200,Riverside,3507
6077003110,San Joaquin,3507
6077003203,San Joaquin,3507
6099002701,Stanislaus,3507
6037194402,Los Angeles,3508
6067009639,Sacramento,3508
6007000603,Butte,3509
6059001708,Orange,3509
6059087901,Orange,3509
6037571503,Los Angeles,3510
6037910813,Los Angeles,3510
6037119342,Los Angeles,3511
6037239601,Los Angeles,3511
6085507904,Santa Clara,3511
6059011710,Orange,3512
6021010501,Glenn,3513
6109004200,Tuolumne,3513
6037212202,Los Angeles,3515
6071008602,San Bernardino,3515
6037910402,Los Angeles,3517
6085503336,Santa Clara,3517
6019003701,Fresno,3518
6037408624,Los Angeles,3518
6037482304,Los Angeles,3518
6017031301,El Dorado,3519
6029000505,Kern,3519
6067006202,Sacramento,3520
6059021916,Orange,3522
6037189600,Los Angeles,3524
6037463200,Los Angeles,3524
6055200400,Napa,3524
6029002807,Kern,3525
6037900804,Los Angeles,3525
6037531503,Los Angeles,3526
6065046401,Riverside,3526
6073005600,San Diego,3527
6073012200,San Diego,3527
6059042325,Orange,3528
6081606600,San Mateo,3528
6037134423,Los Angeles,3530
6037221220,Los Angeles,3530
6097151204,Sonoma,3530
6037128303,Los Angeles,3531
6037402803,Los Angeles,3531
6037408136,Los Angeles,3531
6073015200,San Diego,3531
6065040812,Riverside,3532
6061021604,Placer,3533
6085503002,Santa Clara,3533
6001428000,Alameda,3534
6037900608,Los Angeles,3535
6037115403,Los Angeles,3536
6037481102,Los Angeles,3536
6037402705,Los Angeles,3538
6037600303,Los Angeles,3539
6037603301,Los Angeles,3539
6037127806,Los Angeles,3540
6037403702,Los Angeles,3540
6085508601,Santa Clara,3540
6099002401,Stanislaus,3541
6013339001,Contra Costa,3542
6037102107,Los Angeles,3542
6037262802,Los Angeles,3542
6073003204,San Diego,3542
6111000702,Ventura,3542
6111005204,Ventura,3542
6037231210,Los Angeles,3543
6073003114,San Diego,3544
6001403800,Alameda,3545
6037480803,Los Angeles,3545
6037501802,Los Angeles,3545
6115040500,Yuba,3546
6037302506,Los Angeles,3547
6059032061,Orange,3547
6061021122,Placer,3548
6007000601,Butte,3549
6007001200,Butte,3550
6037197420,Los Angeles,3550
6073015301,San Diego,3550
6111008101,Ventura,3550
6059042305,Orange,3552
6037104610,Los Angeles,3554
6059021823,Orange,3556
6095250801,Solano,3556
6037228210,Los Angeles,3557
6067003900,Sacramento,3557
6087122300,Santa Cruz,3558
6037185310,Los Angeles,3559
6069000801,San Benito,3559
6071010300,San Bernardino,3559
6037269800,Los Angeles,3561
6085500901,Santa Clara,3561
6097153502,Sonoma,3562
6037599000,Los Angeles,3563
6095250200,Solano,3564
6053011400,Monterey,3566
6073013504,San Diego,3566
6067007107,Sacramento,3567
6077003215,San Joaquin,3567
6085512603,Santa Clara,3567
6107001901,Tulare,3567
6077000100,San Joaquin,3568
6007001704,Butte,3569
6037224600,Los Angeles,3569
6053013000,Monterey,3569
6077005405,San Joaquin,3569
6001405500,Alameda,3570
6089011402,Shasta,3570
6019005911,Fresno,3572
6025011801,Imperial,3572
6037104103,Los Angeles,3573
6037291130,Los Angeles,3573
6067007010,Sacramento,3573
6073020708,San Diego,3573
6097151503,Sonoma,3573
6001427100,Alameda,3574
6065044927,Riverside,3574
6037602302,Los Angeles,3577
6033001200,Lake,3578
6037214000,Los Angeles,3579
6037128910,Los Angeles,3580
6073008345,San Diego,3580
6073008362,San Diego,3580
6073012401,San Diego,3581
6077001800,San Joaquin,3581
6037407302,Los Angeles,3582
6001440332,Alameda,3583
6077004404,San Joaquin,3583
6037218110,Los Angeles,3584
6059021817,Orange,3585
6067000200,Sacramento,3585
6073008349,San Diego,3585
6037239602,Los Angeles,3586
6041130201,Marin,3586
6081609400,San Mateo,3586
6099000807,Stanislaus,3586
6037670001,Los Angeles,3587
6073019501,San Diego,3587
6059001706,Orange,3588
6073003602,San Diego,3588
6075033204,San Francisco,3588
6037540600,Los Angeles,3589
6085505006,Santa Clara,3589
6007000102,Butte,3590
6081609201,San Mateo,3591
6037433306,Los Angeles,3592
6007001900,Butte,3594
6083002913,Santa Barbara,3594
6037302002,Los Angeles,3595
6085506804,Santa Clara,3595
6037403322,Los Angeles,3597
6085503903,Santa Clara,3597
6107003002,Tulare,3598
6007003002,Butte,3599
6019005701,Fresno,3599
6037533702,Los Angeles,3600
6059089106,Orange,3600
6037311802,Los Angeles,3602
6037405301,Los Angeles,3602
6067008139,Sacramento,3602
6037117303,Los Angeles,3603
6037221601,Los Angeles,3604
6095251804,Solano,3604
6013304003,Contra Costa,3605
6037432902,Los Angeles,3605
6071000815,San Bernardino,3606
6037192410,Los Angeles,3607
6037221110,Los Angeles,3607
6075010600,San Francisco,3607
6077000402,San Joaquin,3607
6111001700,Ventura,3607
6053001700,Monterey,3608
6067007428,Sacramento,3608
6001442601,Alameda,3609
6037407802,Los Angeles,3609
6037131100,Los Angeles,3610
6075016801,San Francisco,3610
6037700700,Los Angeles,3611
6037265304,Los Angeles,3612
6077003111,San Joaquin,3612
6087100600,Santa Cruz,3612
6089012303,Shasta,3612
6097152502,Sonoma,3612
6019004404,Fresno,3613
6107000302,Tulare,3613
6037209403,Los Angeles,3614
6037232300,Los Angeles,3614
6107002901,Tulare,3615
6037127920,Los Angeles,3616
6037533300,Los Angeles,3616
6075018000,San Francisco,3616
6095251100,Solano,3616
6095252316,Solano,3616
6065043313,Riverside,3617
6001400500,Alameda,3618
6059099237,Orange,3618
6037620002,Los Angeles,3619
6079011503,San Luis Obispo,3619
6037106646,Los Angeles,3620
6073014102,San Diego,3620
6001430300,Alameda,3621
6037127711,Los Angeles,3621
6037194200,Los Angeles,3621
6001440331,Alameda,3622
6059075808,Orange,3622
6103000900,Tehama,3622
6019004210,Fresno,3623
6037543703,Los Angeles,3623
6085503312,Santa Clara,3623
6001408200,Alameda,3624
6037273200,Los Angeles,3625
6037297400,Los Angeles,3625
6071000821,San Bernardino,3625
6001433000,Alameda,3626
6037183300,Los Angeles,3626
6037403402,Los Angeles,3626
6073000400,San Diego,3626
6077003106,San Joaquin,3626
6087122002,Santa Cruz,3626
6075026002,San Francisco,3627
6037104204,Los Angeles,3628
6041109001,Marin,3628
6081606500,San Mateo,3628
6037205110,Los Angeles,3629
6071001311,San Bernardino,3629
6073018613,San Diego,3629
6037577501,Los Angeles,3630
6037106113,Los Angeles,3631
6037239801,Los Angeles,3631
6061020402,Placer,3631
6037406701,Los Angeles,3632
6037503602,Los Angeles,3632
6057000702,Nevada,3632
6077003112,San Joaquin,3632
6085503511,Santa Clara,3632
6037117520,Los Angeles,3633
6037201302,Los Angeles,3633
6065041002,Riverside,3633
6111006500,Ventura,3633
6001437600,Alameda,3634
6037311300,Los Angeles,3634
6037543603,Los Angeles,3634
6047002100,Merced,3635
6075013400,San Francisco,3635
6089011600,Shasta,3635
6037271400,Los Angeles,3636
6067008132,Sacramento,3636
6045010200,Mendocino,3637
6037183520,Los Angeles,3639
6037407002,Los Angeles,3639
6037554201,Los Angeles,3639
6067004701,Sacramento,3639
6037137501,Los Angeles,3640
6037208904,Los Angeles,3640
6037218600,Los Angeles,3640
6037481201,Los Angeles,3640
6037572301,Los Angeles,3640
6001421200,Alameda,3641
6019000700,Fresno,3641
6029004500,Kern,3641
6075017000,San Francisco,3641
6001406800,Alameda,3642
6037542103,Los Angeles,3642
6085506701,Santa Clara,3643
6023011500,Humboldt,3644
6013346101,Contra Costa,3645
6075047902,San Francisco,3645
6001410300,Alameda,3646
6061021502,Placer,3646
6001407500,Alameda,3648
6037900900,Los Angeles,3648
6037920108,Los Angeles,3648
6059099605,Orange,3649
6065044515,Riverside,3649
6073011801,San Diego,3649
6099002302,Stanislaus,3649
6037501504,Los Angeles,3650
6075026403,San Francisco,3650
6037183820,Los Angeles,3651
6037554515,Los Angeles,3651
6037481902,Los Angeles,3652
6065049800,Riverside,3652
6001441921,Alameda,3653
6073008344,San Diego,3653
6073008701,San Diego,3653
6113011400,Yolo,3653
6065941000,Riverside,3654
6073014101,San Diego,3655
6059062628,Orange,3656
6029002600,Kern,3657
6067009004,Sacramento,3657
6073008359,San Diego,3657
6077005109,San Joaquin,3657
6037910808,Los Angeles,3658
6071003510,San Bernardino,3658
6085511915,Santa Clara,3658
6013351102,Contra Costa,3659
6019004409,Fresno,3659
6085506703,Santa Clara,3661
6001428700,Alameda,3662
6111006302,Ventura,3662
6053010102,Monterey,3663
6065030503,Riverside,3664
6073008101,San Diego,3665
6085510002,Santa Clara,3665
6023011600,Humboldt,3666
6073014500,San Diego,3666
6037190520,Los Angeles,3667
6037297120,Los Angeles,3668
6037533107,Los Angeles,3668
6059062636,Orange,3669
6059099246,Orange,3669
6067008122,Sacramento,3669
6073016606,San Diego,3669
6097152905,Sonoma,3669
6037408140,Los Angeles,3671
6073009102,San Diego,3671
6019004901,Fresno,3673
6081608200,San Mateo,3674
6099003905,Stanislaus,3677
6037670201,Los Angeles,3678
6059099242,Orange,3678
6037122410,Los Angeles,3679
6037211922,Los Angeles,3679
6073019404,San Diego,3679
6037294820,Los Angeles,3680
6065044403,Riverside,3680
6019004408,Fresno,3681
6071000820,San Bernardino,3681
6095252908,Solano,3681
6013355302,Contra Costa,3682
6037222700,Los Angeles,3682
6037701902,Los Angeles,3682
6073013416,San Diego,3682
6075012700,San Francisco,3682
6037272202,Los Angeles,3683
6097152201,Sonoma,3684
6037125401,Los Angeles,3685
6085511301,Santa Clara,3685
6111003201,Ventura,3685
6001420400,Alameda,3687
6097151000,Sonoma,3688
6037134302,Los Angeles,3689
6037228410,Los Angeles,3689
6073009602,San Diego,3692
6001430700,Alameda,3693
6013346203,Contra Costa,3694
6037237201,Los Angeles,3694
6089010703,Shasta,3694
6033000300,Lake,3695
6087110700,Santa Cruz,3695
6111008900,Ventura,3695
6001408400,Alameda,3696
6037213310,Los Angeles,3696
6059087404,Orange,3696
6073008006,San Diego,3696
6085503112,Santa Clara,3696
6065048901,Riverside,3697
6037194300,Los Angeles,3700
6037553400,Los Angeles,3700
6071010416,San Bernardino,3700
6059075505,Orange,3701
6067008138,Sacramento,3701
6037141600,Los Angeles,3702
6067005202,Sacramento,3702
6095250300,Solano,3702
6111005907,Ventura,3702
6037554203,Los Angeles,3705
6037135102,Los Angeles,3706
6071001101,San Bernardino,3706
6037143700,Los Angeles,3707
6067007424,Sacramento,3707
6071005200,San Bernardino,3708
6073000800,San Diego,3709
6099002100,Stanislaus,3709
6001421900,Alameda,3710
6037502402,Los Angeles,3710
6037134002,Los Angeles,3711
6037109400,Los Angeles,3712
6073017036,San Diego,3712
6037242000,Los Angeles,3713
6065046405,Riverside,3713
6037208502,Los Angeles,3714
6037212800,Los Angeles,3715
6059032047,Orange,3715
6001421500,Alameda,3716
6023010400,Humboldt,3716
6029000507,Kern,3716
6075023400,San Francisco,3716
6099002503,Stanislaus,3716
6115040301,Yuba,3716
6053012000,Monterey,3717
6083002606,Santa Barbara,3718
6073004300,San Diego,3719
6037535400,Los Angeles,3720
6059063202,Orange,3720
6065041203,Riverside,3720
6037186401,Los Angeles,3721
6085506102,Santa Clara,3721
6085503703,Santa Clara,3722
6001407101,Alameda,3723
6031000100,Kings,3723
6073020105,San Diego,3723
6075012000,San Francisco,3723
6029006304,Kern,3724
6037269700,Los Angeles,3724
6111001900,Ventura,3724
6037576801,Los Angeles,3725
6037276601,Los Angeles,3726
6033000702,Lake,3727
6061020712,Placer,3727
6073004800,San Diego,3727
6037302003,Los Angeles,3728
6075017102,San Francisco,3728
6111005100,Ventura,3728
6059011708,Orange,3729
6037197410,Los Angeles,3730
6077003601,San Joaquin,3730
6013326000,Contra Costa,3731
6037115104,Los Angeles,3732
6037221304,Los Angeles,3732
6037239702,Los Angeles,3732
6037212702,Los Angeles,3733
6067008130,Sacramento,3734
6073014300,San Diego,3736
6001443200,Alameda,3737
6037127803,Los Angeles,3737
6037670326,Los Angeles,3737
6067002700,Sacramento,3737
6071000812,San Bernardino,3737
6037127606,Los Angeles,3738
6037237900,Los Angeles,3738
6065042511,Riverside,3738
6073003108,San Diego,3738
6029001901,Kern,3739
6083003007,Santa Barbara,3740
6037463800,Los Angeles,3741
6037572202,Los Angeles,3741
6059099216,Orange,3741
6075010100,San Francisco,3741
6075012502,San Francisco,3741
6037120107,Los Angeles,3742
6059032012,Orange,3742
6073020028,San Diego,3742
6095252607,Solano,3742
6085505800,Santa Clara,3743
6099001200,Stanislaus,3743
6033000600,Lake,3744
6053011303,Monterey,3744
6075033201,San Francisco,3744
6085512026,Santa Clara,3746
6001432200,Alameda,3748
6037124102,Los Angeles,3748
6059075401,Orange,3748
6065043602,Riverside,3748
6073008312,San Diego,3748
6095252102,Solano,3748
6001450750,Alameda,3750
6037408302,Los Angeles,3750
6037571102,Los Angeles,3750
6047000201,Merced,3750
6073012102,San Diego,3750
6075013101,San Francisco,3750
6071000814,San Bernardino,3751
6109001100,Tuolumne,3751
6111007613,Ventura,3751
6085502910,Santa Clara,3752
6037503106,Los Angeles,3753
6037551201,Los Angeles,3754
6065043220,Riverside,3754
6037408800,Los Angeles,3755
6037531502,Los Angeles,3756
6085512052,Santa Clara,3756
6097154201,Sonoma,3756
6059075807,Orange,3757
6073008307,San Diego,3757
6037269500,Los Angeles,3758
6037404401,Los Angeles,3758
6037900703,Los Angeles,3758
6073009507,San Diego,3758
6059088002,Orange,3760
6065040809,Riverside,3760
6075025401,San Francisco,3760
6095251500,Solano,3760
6111008305,Ventura,3760
6037121801,Los Angeles,3761
6037900508,Los Angeles,3761
6075021700,San Francisco,3762
6099002006,Stanislaus,3762
6037188100,Los Angeles,3763
6037700102,Los Angeles,3763
6065044923,Riverside,3763
6001432100,Alameda,3765
6037141201,Los Angeles,3765
6059042337,Orange,3766
6085512305,Santa Clara,3767
6037192620,Los Angeles,3768
6037531604,Los Angeles,3768
6037408006,Los Angeles,3769
6077004203,San Joaquin,3769
6081610304,San Mateo,3769
6037433700,Los Angeles,3770
6037543903,Los Angeles,3770
6037234902,Los Angeles,3771
6013345204,Contra Costa,3772
6037108102,Los Angeles,3772
6037209402,Los Angeles,3772
6061021103,Placer,3773
6073009509,San Diego,3773
6099002605,Stanislaus,3775
6037920115,Los Angeles,3776
6013334001,Contra Costa,3777
6037294520,Los Angeles,3777
6037311100,Los Angeles,3777
6059075816,Orange,3777
6059099509,Orange,3777
6037273300,Los Angeles,3779
6067007209,Sacramento,3779
6075032902,San Francisco,3780
6111006900,Ventura,3781
6037530006,Los Angeles,3782
6037554516,Los Angeles,3782
6037106408,Los Angeles,3783
6059088105,Orange,3783
6037132900,Los Angeles,3784
6037554301,Los Angeles,3784
6075012100,San Francisco,3784
6083000200,Santa Barbara,3785
6037910404,Los Angeles,3786
6065043811,Riverside,3786
6019003104,Fresno,3788
6037127804,Los Angeles,3788
6085507701,Santa Clara,3790
6037134522,Los Angeles,3791
6037191901,Los Angeles,3791
6059052528,Orange,3791
6029003103,Kern,3792
6037463102,Los Angeles,3793
6083002101,Santa Barbara,3793
6053014301,Monterey,3794
6037222100,Los Angeles,3795
6037229200,Los Angeles,3795
6067006102,Sacramento,3797
6037431400,Los Angeles,3798
6081604200,San Mateo,3798
6037208903,Los Angeles,3799
6037236203,Los Angeles,3799
6077001700,San Joaquin,3799
6037570204,Los Angeles,3800
6053011204,Monterey,3800
6037117405,Los Angeles,3801
6023010300,Humboldt,3802
6059042333,Orange,3802
6067008113,Sacramento,3802
6037119310,Los Angeles,3803
6071002803,San Bernardino,3803
6037271801,Los Angeles,3804
6065042623,Riverside,3804
6029002818,Kern,3805
6001406900,Alameda,3807
6065041301,Riverside,3807
6081602900,San Mateo,3807
6037211803,Los Angeles,3808
6037480902,Los Angeles,3808
6019005802,Fresno,3809
6037240010,Los Angeles,3809
6037265202,Los Angeles,3809
6053011700,Monterey,3809
6111001102,Ventura,3810
6065042209,Riverside,3811
6095252608,Solano,3812
6001424001,Alameda,3813
6037139802,Los Angeles,3813
6037197200,Los Angeles,3813
6037531603,Los Angeles,3813
6071010423,San Bernardino,3813
6065040402,Riverside,3814
6073018516,San Diego,3815
6059001506,Orange,3816
6077003305,San Joaquin,3816
6031981800,Kings,3818
6053000104,Monterey,3820
6059099311,Orange,3820
6065041804,Riverside,3821
6073013905,San Diego,3821
6099004000,Stanislaus,3821
6037269904,Los Angeles,3822
6037620102,Los Angeles,3822
6083002009,Santa Barbara,3822
6001421700,Alameda,3823
6019004303,Fresno,3823
6037702202,Los Angeles,3823
6067000500,Sacramento,3823
6073010001,San Diego,3824
6035040303,Lassen,3825
6073020106,San Diego,3825
6037911001,Los Angeles,3826
6067000100,Sacramento,3827
6107002800,Tulare,3827
6037462201,Los Angeles,3828
6037404201,Los Angeles,3829
6001423300,Alameda,3830
6001436700,Alameda,3830
6037571300,Los Angeles,3830
6089012701,Shasta,3830
6065046601,Riverside,3831
6013307202,Contra Costa,3832
6053000103,Monterey,3832
6037550901,Los Angeles,3833
6037183103,Los Angeles,3834
6037700501,Los Angeles,3835
6037535501,Los Angeles,3836
6037212204,Los Angeles,3837
6001436200,Alameda,3838
6007000502,Butte,3839
6037123203,Los Angeles,3839
6037261101,Los Angeles,3839
6037530204,Los Angeles,3839
6059001202,Orange,3840
6089010300,Shasta,3840
6037552002,Los Angeles,3841
6073007501,San Diego,3841
6095250604,Solano,3842
6037532500,Los Angeles,3843
6061022500,Placer,3843
6085503337,Santa Clara,3844
6019005514,Fresno,3845
6107000502,Tulare,3845
6029001700,Kern,3846
6037137502,Los Angeles,3846
6065042505,Riverside,3846
6071011101,San Bernardino,3846
6037113237,Los Angeles,3847
6037274202,Los Angeles,3847
6059063806,Orange,3847
6071000825,San Bernardino,3847
6073017047,San Diego,3847
6073019902,San Diego,3847
6075015801,San Francisco,3847
6037302201,Los Angeles,3848
6077003205,San Joaquin,3848
6037119001,Los Angeles,3849
6037575402,Los Angeles,3849
6037651102,Los Angeles,3849
6059074003,Orange,3849
6075026401,San Francisco,3849
6085504422,Santa Clara,3849
6065043271,Riverside,3850
6037301400,Los Angeles,3851
6037570203,Los Angeles,3851
6041122000,Marin,3851
6037273902,Los Angeles,3852
6001422300,Alameda,3853
6037405701,Los Angeles,3853
6037297602,Los Angeles,3854
6037572302,Los Angeles,3854
6059032055,Orange,3854
6037192510,Los Angeles,3855
6037134001,Los Angeles,3856
6037620001,Los Angeles,3857
6053010702,Monterey,3858
6081607500,San Mateo,3858
6037900505,Los Angeles,3859
6071007604,San Bernardino,3859
6075047802,San Francisco,3860
6081608100,San Mateo,3860
6037113101,Los Angeles,3861
6065041102,Riverside,3861
6075033203,San Francisco,3861
6037240402,Los Angeles,3862
6071011900,San Bernardino,3862
6001441927,Alameda,3863
6013338102,Contra Costa,3863
6037111205,Los Angeles,3863
6037462900,Los Angeles,3863
6037531902,Los Angeles,3864
6037208710,Los Angeles,3865
6073003001,San Diego,3865
6013304004,Contra Costa,3866
6043000101,Mariposa,3867
6059021810,Orange,3867
6085512310,Santa Clara,3867
6067009106,Sacramento,3868
6073020024,San Diego,3868
6001423100,Alameda,3869
6037269903,Los Angeles,3869
6053010608,Monterey,3869
6085505302,Santa Clara,3869
6037265510,Los Angeles,3871
6001423700,Alameda,3873
6081609202,San Mateo,3873
6037481603,Los Angeles,3874
6071011404,San Bernardino,3874
6073017031,San Diego,3874
6081602300,San Mateo,3874
6037702400,Los Angeles,3875
6073018801,San Diego,3875
6037431600,Los Angeles,3876
6037482401,Los Angeles,3876
6061020714,Placer,3877
6073000700,San Diego,3877
6037209401,Los Angeles,3878
6053013200,Monterey,3878
6037533001,Los Angeles,3879
6037132502,Los Angeles,3880
6037576802,Los Angeles,3880
6071001501,San Bernardino,3880
6073015801,San Diego,3880
6033001100,Lake,3882
6059011200,Orange,3883
6075021100,San Francisco,3883
6085505500,Santa Clara,3884
6013384000,Contra Costa,3885
6067003300,Sacramento,3885
6037501700,Los Angeles,3886
6059001304,Orange,3886
6111008306,Ventura,3886
6065043503,Riverside,3887
6073017046,San Diego,3887
6099000803,Stanislaus,3887
6073020707,San Diego,3888
6001440305,Alameda,3889
6013345102,Contra Costa,3889
6065041201,Riverside,3889
6067000400,Sacramento,3889
