measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,metric_id,metric_name,year,val,upper,lower
3,YLDs (Years Lived with Disability),527,California,3,Both,22,All ages,298,HIV/AIDS,3,Rate,2021,36.23908297707,65.00342714767,15.70608677694
3,YLDs (Years Lived with Disability),527,California,3,Both,22,All ages,302,Diarrheal diseases,3,Rate,2021,1.20970028744,1.66706959503,0.84981265809
3,YLDs (Years Lived with Disability),527,California,3,Both,22,All ages,515,Asthma,3,Rate,2021,367.47326924273,532.16086130982,240.78202363032
3,YLDs (Years Lived with Disability),527,California,3,Both,22,All ages,328,Upper respiratory infections,3,Rate,2021,91.2565251055,135.45709438418,54.63059952788
3,YLDs (Years Lived with Disability),527,California,3,Both,22,All ages,695,Other transport injuries,3,Rate,2021,26.463014783909998,37.290974431280006,18.4253518044
3,YLDs (Years Lived with Disability),527,California,3,Both,22,All ages,697,Falls,3,Rate,2021,406.98885170972,564.53896908274,281.26969767335
3,YLDs (Years Lived with Disability),527,California,3,Both,22,All ages,530,Paralytic ileus and intestinal obstruction,3,Rate,2021,4.01049752796,5.418708404909999,2.59159940725
3,YLDs (Years Lived with Disability),527,California,3,Both,22,All ages,339,Pertussis,3,Rate,2021,0.09476895946,0.20930731084,0.03646424757
3,YLDs (Years Lived with Disability),527,California,3,Both,22,All ages,341,Measles,3,Rate,2021,2.021245e-05,3.205242e-05,1.156052e-05
3,YLDs (Years Lived with Disability),527,California,3,Both,22,All ages,516,Interstitial lung disease and pulmonary sarcoidosis,3,Rate,2021,18.03919757514,24.92257719023,11.89274410021
3,YLDs (Years Lived with Disability),527,California,3,Both,22,All ages,297,Tuberculosis,3,Rate,2021,1.35647854072,1.88070143985,0.87385969974
3,YLDs (Years Lived with Disability),527,California,3,Both,22,All ages,510,Pneumoconiosis,3,Rate,2021,1.0249617581900001,1.49127224149,0.6852575104499999
3,YLDs (Years Lived with Disability),527,California,3,Both,22,All ages,432,Cervical cancer,3,Rate,2021,4.08012721347,5.6183009389,2.78746574654
3,YLDs (Years Lived with Disability),527,California,3,Both,22,All ages,321,Other intestinal infectious diseases,3,Rate,2021,0.00096648297,0.00140476768,0.0006659227199999999
3,YLDs (Years Lived with Disability),527,California,3,Both,22,All ages,322,Lower respiratory infections,3,Rate,2021,1.7252242782399998,2.38404803301,1.1494019344400002
3,YLDs (Years Lived with Disability),527,California,3,Both,22,All ages,441,Colon and rectum cancer,3,Rate,2021,27.895929480409997,37.23918453553,20.1627893575
3,YLDs (Years Lived with Disability),527,California,3,Both,22,All ages,521,Cirrhosis and other chronic liver diseases,3,Rate,2021,8.75824671996,12.06788718903,5.99293364954
3,YLDs (Years Lived with Disability),527,California,3,Both,22,All ages,329,Otitis media,3,Rate,2021,14.19189710842,22.62787697381,8.274044960220001
3,YLDs (Years Lived with Disability),527,California,3,Both,22,All ages,347,Leishmaniasis,3,Rate,2021,0.0,0.0,0.0
3,YLDs (Years Lived with Disability),527,California,3,Both,22,All ages,709,Animal contact,3,Rate,2021,9.09744973425,14.22805107912,5.66880696557
3,YLDs (Years Lived with Disability),527,California,3,Both,22,All ages,447,Nasopharynx cancer,3,Rate,2021,0.51201329743,0.70325490542,0.34659456435999997
3,YLDs (Years Lived with Disability),527,California,3,Both,22,All ages,631,Neck pain,3,Rate,2021,279.59246508702,398.38352543875,188.53819174853
3,YLDs (Years Lived with Disability),527,California,3,Both,22,All ages,639,Other musculoskeletal disorders,3,Rate,2021,1068.00064790036,1438.9595822210101,756.33088292351
3,YLDs (Years Lived with Disability),527,California,3,Both,22,All ages,520,Other chronic respiratory diseases,3,Rate,2021,6.968023883969999,8.07448485964,5.83680558439
3,YLDs (Years Lived with Disability),527,California,3,Both,22,All ages,698,Drowning,3,Rate,2021,0.63744595928,0.857958678,0.44985481775
3,YLDs (Years Lived with Disability),527,California,3,Both,22,All ages,700,Poisonings,3,Rate,2021,9.792262962739999,13.64221440871,6.82291666907
3,YLDs (Years Lived with Disability),527,California,3,Both,22,All ages,337,Encephalitis,3,Rate,2021,0.25806568959000004,0.35024407563000004,0.18366251511
3,YLDs (Years Lived with Disability),527,California,3,Both,22,All ages,340,Tetanus,3,Rate,2021,7.720936e-05,0.00018732824,2.5891190000000003e-05
3,YLDs (Years Lived with Disability),527,California,3,Both,22,All ages,535,Pancreatitis,3,Rate,2021,6.10810189096,9.98935632915,3.20874419618
