CensusTract,pop2010,pct2010gq,City,ZIP,County_FIPS,County_Name,UrbanType,hpi2score,hpi2_pctile_pos,hpi2_pctile_neg,hpi_top25pct,quintiles,quartiles,education,education_pctile,bachelorsed,bachelorsed_pctile,abovepoverty,abovepoverty_pctile
6001400100,2937,0.1,Oakland,94704,6001,Alameda,urban_area,1.182028296,99.11459002,0.885409983,Yes,1,1,0.948968462,90.09367381,79.7,98.67830104,92.37804878,96.44552804
6001400200,1974,3.5,Oakland,94618,6001,Alameda,urban_area,1.325873799,99.70486334,0.295136661,Yes,1,1,1.137724703,94.64904401,82.9,99.44822276,88.76008065,90.96625176
6001400300,4865,0.8,Oakland,94618,6001,Alameda,urban_area,0.925665702,95.93224689,4.067753112,Yes,1,1,1.348314049,98.16501989,68.8,94.35390735,85.74387947,85.30732709
6001400400,3703,0.9,Oakland,94609,6001,Alameda,urban_area,1.117603414,98.53714872,1.462851277,Yes,1,1,0.939500898,89.91402541,75.5,97.21544976,83.21541839,80.14885153
6001400500,3517,3.6,Oakland,94609,6001,Alameda,urban_area,0.56279906,83.31836263,16.68163737,Yes,1,1,0.486144516,75.37533684,61.9,90.01668164,74.88308116,63.5698704
6001400600,1571,0.4,Oakland,94609,6001,Alameda,urban_area,0.354577392,71.62838445,28.37161555,No,2,2,1.129410562,94.40523547,55.3,84.84537405,74.25802544,62.50481201
6001400700,4206,4,Oakland,94608,6001,Alameda,urban_area,-0.023870322,48.22276402,51.77723598,No,3,3,0.256366641,66.1619402,40.9,70.42217375,49.53785211,26.19017067
6001400800,3594,4.3,Oakland,94608,6001,Alameda,urban_area,0.358112679,71.84652894,28.15347106,No,2,2,0.526390584,76.79969203,49.7,79.82805081,67.6056338,51.39227512
6001400900,2302,0.1,Oakland,94608,6001,Alameda,urban_area,0.320427114,69.34428333,30.65571667,No,2,2,0.420760509,72.89875529,41.6,71.25625561,67.49182625,51.22545875
6001401000,5678,0.4,Oakland,94608,6001,Alameda,urban_area,0.025230133,50.86616194,49.13383806,No,3,2,0.656586023,81.67586295,33.2,60.5800077,57.91938451,37.32837162
6001401100,4156,3.6,Oakland,94609,6001,Alameda,urban_area,0.34528992,70.9354549,29.0645451,No,2,2,0.385915582,71.43590402,57.1,86.28256127,67.10213777,50.73784165
6001401200,2416,1.9,Oakland,94609,6001,Alameda,urban_area,0.508167393,80.29000385,19.70999615,Yes,1,1,0.287818284,67.44514308,62.1,90.1321699,76.98220065,67.49647119
6001401300,3528,16.4,Oakland,94609,6001,Alameda,urban_area,-0.270536194,33.36327473,66.63672527,No,4,3,0.775921969,85.15334274,33.5,61.02912871,43.8156831,19.50468369
6001401400,4314,11.8,Oakland,94608,6001,Alameda,urban_area,-0.646744114,13.55062235,86.44937765,No,5,4,-0.709937229,12.33157962,18.6,35.78852817,32.91445143,9.008084178
6001401500,2630,15.8,Oakland,94608,6001,Alameda,urban_area,-0.121798469,42.46118311,57.53881689,No,3,3,0.34219983,69.75490825,31,57.08969588,55.0384094,33.00397793
6001401600,2163,2.6,Oakland,94607,6001,Alameda,urban_area,-0.31457608,30.6685487,69.3314513,No,4,3,0.062057313,56.67907096,32.6,59.84858206,51.7802645,28.78224047
6001401700,2667,4,Oakland,94607,6001,Alameda,urban_area,0.174137002,60.13088669,39.86911331,No,2,2,0.254943949,66.072116,45.8,75.77312973,62.18637993,43.39792121
6001401800,1703,0.1,Oakland,94607,6001,Alameda,urban_area,-0.710865918,10.61208777,89.38791223,No,5,4,-0.629580611,15.69357115,31.5,57.94944181,38.26399589,13.92275119
6001402200,2385,0.6,Oakland,94607,6001,Alameda,urban_area,-0.081181268,44.84794046,55.15205954,No,3,3,0.683496053,82.54844091,27.8,52.44450148,43.19672131,18.81175414
6001402400,2351,0.9,Oakland,94607,6001,Alameda,urban_area,-0.321927098,30.0911074,69.9088926,No,4,3,0.221853817,64.40395226,24.6,47.15770563,50.3403676,27.12690876
6001402500,1784,0.1,Oakland,94607,6001,Alameda,urban_area,-0.83393029,6.390350314,93.60964969,No,5,4,0.120205588,59.65610163,18,34.49249326,24.54116413,3.310663416
6001402600,1151,0.3,Oakland,94607,6001,Alameda,urban_area,,,,,,,,,,,,
6001402700,1569,0.3,Oakland,94612,6001,Alameda,urban_area,-0.244122231,34.8646221,65.1353779,No,4,3,0.540077236,77.35146927,28.9,54.18965738,48.97165092,25.56140126
6001402800,3345,9.3,Oakland,94612,6001,Alameda,urban_area,-0.657981196,13.01167715,86.98832285,No,5,4,-0.463468118,24.43218273,33.8,61.5167458,39.59405374,15.16745798
6001402900,1434,5.6,Oakland,94612,6001,Alameda,urban_area,,,,,,,,,,,,
6001403000,2788,3.3,Oakland,94607,6001,Alameda,urban_area,-0.268596161,33.56858719,66.43141281,No,4,3,0.265299262,66.58539715,24.6,47.15770563,34.31952663,10.17579879
6001403100,2238,44,Oakland,94607,6001,Alameda,urban_area,-0.055878412,46.37495188,53.62504812,No,3,3,0.079338204,57.61580906,38.5,67.81727191,59.09090909,39.04786347
6001403300,4054,1.2,Oakland,94607,6001,Alameda,urban_area,0.331850906,70.16553317,29.83446683,No,2,2,0.986717919,91.00474785,46.5,76.49172334,59.7882295,39.99743359
6001403400,4146,0.7,Oakland,94612,6001,Alameda,urban_area,0.331529091,70.12703708,29.87296292,No,2,2,0.96558597,90.51713076,56.4,85.74361607,64.3153527,46.5161042
6001403501,4374,0.8,Oakland,94611,6001,Alameda,urban_area,0.159451352,59.12998845,40.87001155,No,3,2,0.978610383,90.79943539,46,75.91428205,49.84444444,26.5622995
6001403502,1991,0.9,Oakland,94610,6001,Alameda,urban_area,0.39717204,74.24611831,25.75388169,No,2,2,-0.080792393,48.47940459,57.4,86.52636982,78.86104784,70.94828692
6001403600,4482,3.6,Oakland,94610,6001,Alameda,urban_area,0.729618105,90.52996279,9.470037213,Yes,1,1,1.174362781,95.4446298,59.3,87.95072501,74.55919395,63.03092519
6001403701,2587,2.1,Oakland,94610,6001,Alameda,urban_area,0.596068779,84.98652637,15.01347363,Yes,1,1,0.753249034,84.53740536,64.1,91.58218914,76.74837779,66.95752598
6001403702,1724,0,Oakland,94610,6001,Alameda,urban_area,0.850948735,94.30257924,5.697420762,Yes,1,1,0.898366565,88.78480688,71.3,95.63711023,85.24504692,84.22943667
6001403800,3461,0.5,Oakland,94610,6001,Alameda,urban_area,1.039646389,97.80572308,2.194276915,Yes,1,1,1.268735103,97.03580136,76.4,97.60041062,87.33689205,88.29718979
6001403900,3584,1,Oakland,94610,6001,Alameda,urban_area,0.537344194,81.95816759,18.04183241,Yes,1,1,0.672677003,82.0993199,65.5,92.46759913,75.82224454,65.23803413
6001404000,2819,0,Oakland,94611,6001,Alameda,urban_area,0.797497399,92.89105608,7.108943924,Yes,1,1,1.119764359,94.16142692,69.3,94.63621199,79.78571429,72.88592326
6001404101,2929,0.2,Oakland,94611,6001,Alameda,urban_area,0.850728279,94.27691518,5.72308482,Yes,1,1,1.056185765,92.89105608,72.5,96.15039138,83.54047699,80.77762094
6001404102,2283,5.6,Oakland,94611,6001,Alameda,urban_area,0.49051995,79.27627358,20.72372642,Yes,2,1,-0.178321435,42.25587065,60.9,89.24675991,80.33472803,73.84832542
6001404200,3483,4.5,Oakland,94611,6001,Alameda,urban_area,1.275625185,99.57654305,0.423456949,Yes,1,1,1.024530503,92.04414218,80.6,98.89644553,93.44120196,97.78005903
6001404300,3218,0.1,Oakland,94618,6001,Alameda,urban_area,1.432591519,99.97433594,0.025664057,Yes,1,1,1.554245477,99.7305274,81.5,99.14025407,93.17044451,97.38226614
6001404400,5314,0,Oakland,94611,6001,Alameda,urban_area,1.104811318,98.42166046,1.578339535,Yes,1,1,0.557896885,78.12139099,79.5,98.58847684,91.10731892,94.79019633
6001404501,1677,0,Oakland,94611,6001,Alameda,urban_area,1.480946152,99.98716797,0.012832029,Yes,1,1,1.320974413,97.83138714,85.3,99.74335943,97.10556186,99.89734377
6001404502,5784,0.1,Oakland,94611,6001,Alameda,urban_area,0.93079912,96.0733992,3.926600796,Yes,1,1,0.087040416,58.07776209,78.5,98.26767612,94.66126657,98.81945336
6001404600,4353,0,Oakland,94611,6001,Alameda,urban_area,1.184942049,99.14025407,0.859745926,Yes,1,1,0.971391222,90.68394713,74.1,96.6508405,92.2916183,96.36853587
6001404700,1954,0.1,Oakland,94602,6001,Alameda,urban_area,1.221427601,99.34556653,0.654433466,Yes,1,1,1.471548605,99.21724625,76.4,97.60041062,93.39578454,97.71589888
6001404800,2684,0.1,Oakland,94602,6001,Alameda,urban_area,-0.156280754,40.54921083,59.45078917,No,3,3,-1.495583303,1.527011421,52.5,82.2789683,67.57128135,51.35377903
6001404900,4129,0,Oakland,94602,6001,Alameda,urban_area,0.591389728,84.69138971,15.30861029,Yes,1,1,0.766750605,84.92236623,65.7,92.62158347,78.9218067,71.05094315
6001405000,3136,0.1,Oakland,94610,6001,Alameda,urban_area,0.894794717,95.29064545,4.709354549,Yes,1,1,0.818896802,86.61619402,66,92.7242397,82.78834721,79.08379315
6001405100,4197,0,Oakland,94610,6001,Alameda,urban_area,1.532226776,100,0,Yes,1,1,1.53478739,99.6407032,80.3,98.7937893,96.86911488,99.85884768
6001405200,4597,0.3,Oakland,94606,6001,Alameda,urban_area,0.792925434,92.76273579,7.237264211,Yes,1,1,1.009982499,91.63351726,65.2,92.23662261,80.28434037,73.77133325
6001405301,2603,0,Oakland,94606,6001,Alameda,urban_area,0.057824011,52.76530219,47.23469781,No,3,2,-1.79681204,0.82124984,57.9,86.93699474,80.51854519,74.24611831
6001405302,2530,0,Oakland,94606,6001,Alameda,urban_area,-0.075163901,45.24573335,54.75426665,No,3,3,0.855375827,87.62992429,38.4,67.68895162,52.5671406,29.83446683
6001405401,3957,0.8,Oakland,94606,6001,Alameda,urban_area,-0.262321901,33.90221994,66.09778006,No,4,3,0.302204251,68.16373669,17.1,32.77300141,41.42961342,16.93827794
6001405402,3114,3,Oakland,94606,6001,Alameda,urban_area,-0.346089147,28.60259207,71.39740793,No,4,3,-0.050515256,50.32721673,20.9,40.3567304,32.43425489,8.571795201
6001405500,3643,0.4,Oakland,94606,6001,Alameda,urban_area,0.089705696,55.11356345,44.88643655,No,3,2,0.522286052,76.65853972,35.2,63.45438214,56.95576971,35.78852817
6001405600,3137,0,Oakland,94610,6001,Alameda,urban_area,0.073431468,53.95868087,46.04131913,No,3,2,0.489916048,75.46516104,44.1,74.06646991,61.06084243,42.10188631
6001405700,3243,0.5,Oakland,94606,6001,Alameda,urban_area,-0.270044911,33.40177082,66.59822918,No,4,3,0.069866128,57.07686385,16.2,30.70704478,48.41412328,24.7786475
6001405800,3965,0,Oakland,94606,6001,Alameda,urban_area,-0.199193737,37.91864494,62.08135506,No,4,3,0.302740556,68.18940074,21.2,40.90850764,51.22714148,28.16630309
6001405901,3910,0.7,Oakland,94606,6001,Alameda,urban_area,-0.639857829,13.84575901,86.15424099,No,5,4,-0.298453615,34.47966123,6.3,7.827537534,32.50246792,8.635955345
6001405902,3035,0.2,Oakland,94606,6001,Alameda,urban_area,-0.642823223,13.67894264,86.32105736,No,5,4,-1.13304605,3.913768767,14.2,26.52380341,41.01156069,16.51482099
6001406000,3450,0.2,Oakland,94606,6001,Alameda,urban_area,-0.1680282,39.74079302,60.25920698,No,4,3,0.160009145,61.58090594,30.2,55.87065315,38.07603687,13.71743873
6001406100,4381,1,Oakland,94601,6001,Alameda,urban_area,-0.11432055,42.94880021,57.05119979,No,3,3,0.072222757,57.24368023,25.4,48.60772488,49.93849938,26.63929167
6001406201,4649,1,Oakland,94601,6001,Alameda,urban_area,-0.793233849,7.789041447,92.21095855,No,5,4,-1.507900273,1.488515334,16.9,32.33671243,40.49152947,16.01437187
6001406202,4718,4.9,Oakland,94601,6001,Alameda,urban_area,-0.711039768,10.58642371,89.41357629,No,5,4,-1.254863374,2.823046324,17.3,33.13229822,29.17599642,6.262030027
6001406300,4113,1.1,Oakland,94601,6001,Alameda,urban_area,-0.196279401,38.14962146,61.85037854,No,4,3,0.223909323,64.53227255,25.7,49.0183498,46.8452679,22.85384319
6001406400,2145,14.6,Oakland,94602,6001,Alameda,urban_area,-0.391535806,25.94636212,74.05363788,No,4,3,-0.529949918,20.5825741,29.7,55.13922751,55.75589459,33.99204414
6001406500,5930,1.2,Oakland,94601,6001,Alameda,urban_area,-0.315507812,30.54022841,69.45977159,No,4,3,-0.724278122,11.75413833,22.1,42.51251123,45.70877531,21.64763249
6001406601,4596,0.2,Oakland,94602,6001,Alameda,urban_area,-0.081978421,44.80944437,55.19055563,No,3,3,0.323661098,68.98498653,18.5,35.58321571,52.67267267,29.98845117
6001406602,2493,1.3,Oakland,94602,6001,Alameda,urban_area,-0.075484446,45.22006929,54.77993071,No,3,3,-0.68191672,13.53779032,23,44.41165148,45.24386026,21.08302323
6001406700,5048,0.8,Oakland,94602,6001,Alameda,urban_area,0.372758937,72.62928269,27.37071731,No,2,2,0.488059478,75.41383293,54,83.65199538,77.38713544,68.34338509
6001406800,3428,0.2,Oakland,94602,6001,Alameda,urban_area,0.677013896,88.3485179,11.6514821,Yes,1,1,0.87711781,88.19453356,50.1,80.25150776,84.58884416,82.90773771
6001406900,3719,0.2,Oakland,94619,6001,Alameda,urban_area,0.277485061,66.84203773,33.15796227,No,2,2,0.354259325,70.22969331,46.4,76.37623508,70.64507704,56.24278198
6001407000,5885,2.6,Oakland,94619,6001,Alameda,urban_area,-0.414190516,24.7786475,75.2213525,No,4,4,-0.469505156,23.93173361,13.4,24.75298345,43.85167046,19.58167586
6001407101,3414,0,Oakland,94601,6001,Alameda,urban_area,-0.444584271,23.1233158,76.8766842,No,4,4,-0.709937229,12.33157962,18.6,35.78852817,35.92543276,11.62581804
6001407102,4351,0.1,Oakland,94601,6001,Alameda,urban_area,-0.218928372,36.59694598,63.40305402,No,4,3,-0.755037683,10.68907994,21.7,41.76825356,62.22167244,43.46208136
6001407200,6746,2,Oakland,94601,6001,Alameda,urban_area,-0.461222514,22.13524958,77.86475042,No,4,4,-0.240602071,38.17528551,12.4,22.50737842,33.23024586,9.200564609
6001407300,2598,0.2,Oakland,94601,6001,Alameda,urban_area,-0.213469538,36.99473887,63.00526113,No,4,3,-0.782566138,9.829334018,20.2,39.1505197,43.74748693,19.42769152
6001407400,3954,1.3,Oakland,94601,6001,Alameda,urban_area,-0.457835313,22.4560503,77.5439497,No,4,4,-0.17214189,42.52534326,6.8,8.995252149,44.85587583,20.76222251
6001407500,3931,1.6,Oakland,94621,6001,Alameda,urban_area,-0.698788783,11.09970486,88.90029514,No,5,4,-0.522942164,20.90337482,8.8,13.93558322,31.58721844,7.878865649
6001407600,6027,0.9,Oakland,94601,6001,Alameda,urban_area,-0.280088066,32.70884127,67.29115873,No,4,3,0.081785955,57.75696138,18.7,36.01950468,52.80695995,30.16809958
6001407700,4109,0.2,Oakland,94619,6001,Alameda,urban_area,0.313581696,68.93365841,31.06634159,No,2,2,0.704410821,83.19004235,41.8,71.48723213,73.06372549,60.4003593
6001407800,2425,28.4,Oakland,94613,6001,Alameda,urban_area,0.316671884,69.11330681,30.88669319,No,2,2,0.146157493,60.9393045,41.7,71.35891184,73.8677772,61.90170666
6001407900,2706,1.5,Oakland,94619,6001,Alameda,urban_area,0.765359146,91.92865392,8.07134608,Yes,1,1,0.854671274,87.60426023,52.5,82.2789683,89.49000689,92.1852945
6001408000,2671,13.1,Oakland,94619,6001,Alameda,urban_area,1.021291266,97.5875786,2.412421404,Yes,1,1,1.075445037,93.18619274,68.7,94.25125112,89.3608074,91.90298986
6001408100,5991,0,Oakland,94619,6001,Alameda,urban_area,1.018601046,97.51058642,2.489413576,Yes,1,1,1.255888133,96.84332093,63.1,90.95341974,90.27062925,93.46849737
6001408200,4054,0,Oakland,94605,6001,Alameda,urban_area,-0.034160113,47.60682664,52.39317336,No,3,3,0.415280155,72.75760298,35.2,63.45438214,61.81640625,42.93596818
6001408300,4167,0.4,Oakland,94605,6001,Alameda,urban_area,0.319071382,69.28012319,30.71987681,No,2,2,0.093170471,58.3472347,35.9,64.48094444,70.72635506,56.3839343
6001408400,3323,0.1,Oakland,94605,6001,Alameda,urban_area,-0.587640902,15.98870781,84.01129219,No,5,4,-0.083448665,48.33825228,16.1,30.4889003,35.97717546,11.68997819
6001408500,4972,0,Oakland,94621,6001,Alameda,urban_area,-0.289826054,32.11856795,67.88143205,No,4,3,0.043690225,55.46002823,11.9,21.19851148,46.27367676,22.31489799
6001408600,5492,1.5,Oakland,94605,6001,Alameda,urban_area,-0.837990993,6.300526113,93.69947389,No,5,4,-1.152468694,3.669960221,5.5,6.236365969,30.56270096,7.211600154
6001408700,7207,0.3,Oakland,94605,6001,Alameda,urban_area,-0.475826731,21.50648017,78.49351983,No,4,4,-0.411859221,27.66585397,11.2,19.73566021,40.97314544,16.46349288
6001408800,5547,0,Oakland,94621,6001,Alameda,urban_area,-0.863532053,5.556268446,94.44373155,No,5,4,-0.3516986,31.00218144,3.4,2.053124599,33.51368555,9.521365328
6001408900,3414,3.7,Oakland,94621,6001,Alameda,urban_area,-0.858721364,5.633260619,94.36673938,No,5,4,-0.597690408,17.11792634,7.4,10.61208777,26.54839714,4.555370204
6001409000,3552,1.4,Oakland,94621,6001,Alameda,urban_area,-0.341881075,28.84640062,71.15359938,No,4,3,-0.636927066,15.34710638,7,9.547029385,47.45806452,23.64942897
6001409100,2255,2.7,Oakland,94603,6001,Alameda,urban_area,-0.408423023,25.07378417,74.92621583,No,4,3,-0.012308025,52.59848582,8.6,13.35814192,44.15877312,19.9538047
6001409200,3152,0.1,Oakland,94603,6001,Alameda,urban_area,-0.313114761,30.73270884,69.26729116,No,4,3,-0.427544782,26.79327602,11,19.11972283,55.5988024,33.69690748
6001409300,5229,1.4,Oakland,94603,6001,Alameda,urban_area,-0.500254017,20.27460542,79.72539458,No,4,4,-0.283820286,35.41639933,8.2,12.48556397,39.35944434,14.96214552
6001409400,4306,0.1,Oakland,94603,6001,Alameda,urban_area,-0.573869255,16.63030925,83.36969075,No,5,4,-0.558474202,19.05556268,11,19.11972283,34.2681858,10.11163865
6001409500,3122,0.6,Oakland,94621,6001,Alameda,urban_area,-0.579847296,16.39933273,83.60066727,No,5,4,-0.611147775,16.43782882,4.6,4.427049917,35.82232893,11.53599384
6001409600,5063,0.2,Oakland,94621,6001,Alameda,urban_area,-0.520837573,19.18388297,80.81611703,No,5,4,-0.576259882,18.19581676,7.2,10.07314256,29.79749277,6.73681509
6001409700,4696,0.8,Oakland,94605,6001,Alameda,urban_area,-0.407785314,25.16360837,74.83639163,No,4,3,-0.186920686,41.66559733,7.5,10.88156037,45.34862216,21.19851148
6001409800,2887,4.8,Oakland,94605,6001,Alameda,urban_area,-0.297609147,31.61811882,68.38188118,No,4,3,-0.892286146,7.173104068,21.2,40.90850764,70.1411161,55.33170794
6001409900,3308,0.7,Oakland,94605,6001,Alameda,urban_area,0.676630655,88.33568587,11.66431413,Yes,1,1,0.902757408,88.93879122,50.3,80.49531631,84.1507177,81.97099962
6001410000,2805,0,Oakland,94605,6001,Alameda,urban_area,0.430923626,76.26074682,23.73925318,Yes,2,1,-0.294894704,34.72346978,49.6,79.72539458,87.51596424,88.63082253
6001410100,2406,0.4,Oakland,94605,6001,Alameda,urban_area,-0.415331782,24.71448736,75.28551264,No,4,4,-1.133665134,3.900936738,22,42.28153471,53.20689655,30.52739638
6001410200,3062,0.3,Oakland,94603,6001,Alameda,urban_area,-0.303550691,31.33581419,68.66418581,No,4,3,-0.069715381,49.17233415,16.8,32.09290389,55.33621221,33.42743488
6001410300,3536,0,Oakland,94603,6001,Alameda,urban_area,-0.600629971,15.34710638,84.65289362,No,5,4,-0.517554923,21.23700757,6.6,8.520467086,47.855664,24.17554215
6001410400,3792,0.3,Oakland,94603,6001,Alameda,urban_area,0.023921837,50.76350571,49.23649429,No,3,2,-0.1306373,45.24573335,21.1,40.75452329,66.83626272,50.39137688
6001410500,2193,2.3,Oakland,94607,6001,Alameda,urban_area,-0.757293491,8.931092006,91.06890799,No,5,4,-0.080159167,48.53073271,17,32.58052098,35.58810857,11.26652124
6001420100,2355,0,Albany,94706,6001,Alameda,urban_area,1.153309433,98.89644553,1.103554472,Yes,1,1,1.363900699,98.31900423,75.9,97.39509817,88.29915561,90.08084178
6001420200,2898,0.2,Albany,94706,6001,Alameda,urban_area,0.768912186,92.04414218,7.955857821,Yes,1,1,1.028027162,92.12113435,69.4,94.6875401,77.16125077,67.9455922
6001420300,4571,0.5,Albany,94706,6001,Alameda,urban_area,0.826695966,93.58398563,6.416014372,Yes,1,1,0.641135523,81.0727576,73.1,96.35570384,88.47936438,90.46580264
6001420400,3124,1.2,Albany,94710,6001,Alameda,urban_area,-0.288763921,32.16989606,67.83010394,No,4,3,-0.609332745,16.55331708,83.8,99.61503914,48.84041966,25.36892083
6001420500,2308,0.5,Albany,94706,6001,Alameda,urban_area,0.696546395,89.32375209,10.67624791,Yes,1,1,0.869527195,87.97638907,62.6,90.52996279,82.28766539,78.03156679
6001420600,3283,0.3,Albany,94706,6001,Alameda,urban_area,1.034300858,97.78005903,2.219940973,Yes,1,1,0.951529704,90.19633004,78.4,98.22918003,92.41285031,96.48402412
6001421100,1992,0,Berkeley,94708,6001,Alameda,urban_area,1.201379814,99.21724625,0.782753753,Yes,1,1,1.090098745,93.54548954,80.5,98.84511741,92.05140409,96.03490312
6001421200,3563,0,Berkeley,94707,6001,Alameda,urban_area,1.184147583,99.12742205,0.872577955,Yes,1,1,1.130722747,94.45656358,88.3,99.94867189,92.28031755,96.33003978
6001421300,3844,0,Berkeley,94707,6001,Alameda,urban_area,1.177881861,99.05042987,0.949570127,Yes,1,1,1.051679112,92.73707173,81.2,99.07609393,88.41010401,90.36314641
6001421400,1593,0,Berkeley,94707,6001,Alameda,urban_area,1.241298369,99.44822276,0.551777236,Yes,1,1,1.563974521,99.76902348,82.1,99.2429103,90.41881813,93.78929809
6001421500,3640,0.6,Berkeley,94708,6001,Alameda,urban_area,1.379292203,99.84601566,0.153984345,Yes,1,1,1.410684716,98.74246118,81.4,99.11459002,95.14301133,99.30707045
6001421600,3558,0.2,Berkeley,94708,6001,Alameda,urban_area,1.143439127,98.84511741,1.154882587,Yes,1,1,1.103421879,93.87912229,87,99.88451174,84.95449374,83.71615552
6001421700,3198,1.5,Berkeley,94709,6001,Alameda,urban_area,0.838312428,93.98177852,6.018221481,Yes,1,1,1.339446209,98.08802772,83.6,99.56371102,74.66480447,63.26190171
6001421800,2007,0,Berkeley,94703,6001,Alameda,urban_area,1.043036563,97.83138714,2.168612858,Yes,1,1,1.35304669,98.24201206,78.3,98.19068395,84.13664015,81.93250353
6001421900,3632,0.2,Berkeley,94702,6001,Alameda,urban_area,0.919100573,95.72693443,4.273065572,Yes,1,1,1.305275266,97.56191454,78.5,98.26767612,81.49814717,76.49172334
6001422000,1756,17.3,Berkeley,94710,6001,Alameda,urban_area,0.423432808,75.92711408,24.07288592,Yes,2,1,1.062604859,93.00654433,58.7,87.48877197,58.45360825,38.14962146
6001422100,2685,0,Berkeley,94710,6001,Alameda,urban_area,0.529927374,81.52187861,18.47812139,Yes,1,1,0.848785089,87.47593995,60.4,88.88746311,72.52066116,59.38662903
6001422200,3144,2.1,Berkeley,94702,6001,Alameda,urban_area,0.724330831,90.35031438,9.649685615,Yes,1,1,1.001729496,91.35121263,67.3,93.58398563,72.95034642,60.14371872
6001422300,3387,0.1,Berkeley,94703,6001,Alameda,urban_area,0.577639341,83.93430001,16.06569999,Yes,1,1,1.184866709,95.56011805,70,95.00834082,61.90949776,43.07712049
6001422400,4196,0.1,Berkeley,94709,6001,Alameda,urban_area,0.695431442,89.27242397,10.72757603,Yes,1,1,1.615862755,99.9101758,85.3,99.74335943,62.34108899,43.66739381
6001422500,4658,36.9,Berkeley,94709,6001,Alameda,urban_area,0.368565353,72.35981009,27.64018991,No,2,2,1.460198053,99.10175799,75.7,97.27960991,59.04672311,38.97087129
6001422600,1215,97.1,Berkeley,94720,6001,Alameda,urban_area,,,,,,,,,,,,
6001422700,4885,39.9,Berkeley,94704,6001,Alameda,urban_area,-0.62094641,14.71833697,85.28166303,No,5,4,0.387403054,71.50006416,50.7,80.88027717,31.81818182,8.045682022
6001422800,8368,64.9,Berkeley,94704,6001,Alameda,urban_area,,,,,,,,,,,,
6001422900,4336,6.6,Berkeley,94704,6001,Alameda,urban_area,-0.315441775,30.55306044,69.44693956,No,4,3,1.356421586,98.26767612,69.3,94.63621199,36.85786685,12.61388426
6001423000,4396,3.2,Berkeley,94703,6001,Alameda,urban_area,1.004561389,97.29244194,2.707558065,Yes,1,1,1.484520663,99.28140639,77.2,97.8570512,82.34920635,78.15988708
6001423100,3964,4.4,Berkeley,94702,6001,Alameda,urban_area,0.399091726,74.3744386,25.6255614,No,2,2,0.520374606,76.58154754,59.1,87.75824458,69.51038576,54.18965738
6001423200,2794,3,Berkeley,94710,6001,Alameda,urban_area,0.315583366,69.03631464,30.96368536,No,2,2,0.67660897,82.24047222,56.3,85.62812781,57.65926986,36.95624278
6001423300,3647,0,Berkeley,94702,6001,Alameda,urban_area,0.403958362,74.72090337,25.27909663,No,2,2,0.594625458,79.5072501,45.8,75.77312973,71.41800247,57.43616066
6001423400,4685,2.6,Berkeley,94703,6001,Alameda,urban_area,0.470054052,78.26254331,21.73745669,Yes,2,1,0.456275612,74.36160657,58.6,87.43744386,69.45189728,54.11266521
6001423500,3118,7,Berkeley,94703,6001,Alameda,urban_area,0.51958021,81.02142949,18.97857051,Yes,1,1,1.323991439,97.88271526,67.3,93.58398563,62.76943174,44.43731554
6001423601,2642,1.9,Berkeley,94705,6001,Alameda,urban_area,0.738230134,90.94058771,9.059412293,Yes,1,1,1.325289043,97.89554729,74.9,96.97164122,69.05465288,53.56088798
6001423602,5659,1.6,Berkeley,94704,6001,Alameda,urban_area,-0.098007213,43.89837033,56.10162967,No,3,3,1.271559942,97.08712948,78.6,98.31900423,34.29068755,10.13730271
6001423700,3633,17.3,Berkeley,94705,6001,Alameda,urban_area,0.435890641,76.44039523,23.55960477,Yes,2,1,1.224188469,96.26587964,82.6,99.38406262,54.35622956,32.04157577
6001423800,2925,0,Berkeley,94705,6001,Alameda,urban_area,1.186204024,99.1530861,0.846913897,Yes,1,1,1.583432609,99.80751957,83.3,99.51238291,93.33116461,97.61324265
6001423901,2020,5.8,Berkeley,94703,6001,Alameda,urban_area,0.596099989,84.9993584,15.0006416,Yes,1,1,0.86809771,87.96355704,64.2,91.67201335,74.72194135,63.35172591
6001423902,1552,2.8,Berkeley,94705,6001,Alameda,urban_area,0.888601946,95.12382908,4.876170923,Yes,1,1,1.546137941,99.71769537,81,99.03759784,84.39265537,82.39445656
6001424001,3716,3.9,Berkeley,94703,6001,Alameda,urban_area,0.145167109,58.30873861,41.69126139,No,3,2,0.683232291,82.50994482,46.2,76.14525857,53.9605167,31.54112665
6001424002,2172,0.2,Berkeley,94702,6001,Alameda,urban_area,-0.001373406,49.58295907,50.41704093,No,3,3,0.690531973,82.79224945,38.9,68.29205697,62.91887125,44.69395611
6001425101,1596,0,Emeryville,94608,6001,Alameda,urban_area,0.725699468,90.4016425,9.5983575,Yes,1,1,0.777552259,85.23033492,74.5,96.85615296,74.71554994,63.32606185
6001425102,2807,0,Emeryville,94608,6001,Alameda,urban_area,0.777180991,92.26228667,7.737713332,Yes,1,1,1.499114229,99.37123059,78.1,98.10085975,75.35607817,64.30129603
6001425103,2502,0.1,Emeryville,94608,6001,Alameda,urban_area,0.943814672,96.31720775,3.682792249,Yes,1,1,1.447225995,98.98626973,74.9,96.97164122,83.35108271,80.43115617
