measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All Ages,294,All causes,82,"Unsafe water, sanitation, and handwashing",1,Number,2019,5526.926822823295,8328.98976886496,3512.2931155377064
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All Ages,294,All causes,82,"Unsafe water, sanitation, and handwashing",2,Percent,2019,0.000486260506926776,0.0007049068254552485,0.0003172534763458469
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All Ages,294,All causes,82,"Unsafe water, sanitation, and handwashing",3,Rate,2019,13.86166295770603,20.88930298071349,8.808914056036805
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All Ages,294,All causes,83,Unsafe water source,1,Number,2019,1406.319042418478,3164.416545701312,427.31857597210325
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All Ages,294,All causes,83,Unsafe water source,2,Percent,2019,0.00012364634283093705,0.0002768314015126154,3.987476870230478e-05
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All Ages,294,All causes,83,Unsafe water source,3,Rate,2019,3.52708136038806,7.936431405815697,1.071725077168002
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All Ages,294,All causes,203,Behavioral risks,1,Number,2019,3204751.4494189853,3638386.5155185424,2777365.8366725277
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All Ages,294,All causes,203,Behavioral risks,2,Percent,2019,0.2827645021732381,0.3079006456575228,0.2587967514099168
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All Ages,294,All causes,203,Behavioral risks,3,Rate,2019,8037.592296612565,9125.15928014721,6965.699089631802
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All Ages,294,All causes,237,Occupational exposure to trichloroethylene,1,Number,2019,10.868465214615243,21.208661744945793,2.323969227637113
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All Ages,294,All causes,237,Occupational exposure to trichloroethylene,2,Percent,2019,9.577331367206678e-07,1.8326852900625572e-06,2.1726781674788804e-07
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All Ages,294,All causes,237,Occupational exposure to trichloroethylene,3,Rate,2019,0.02725836735352152,0.053191824374880355,0.005828569689860723
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All Ages,294,All causes,238,No access to handwashing facility,1,Number,2019,1903.0837222408259,2804.9098976731007,1103.6141536385926
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All Ages,294,All causes,238,No access to handwashing facility,2,Percent,2019,0.0001679994984081178,0.00024471575726327396,0.00010048350328286926
2,DALYs (Disability-Adjusted Life Years),527,California,3,Both,22,All Ages,294,All causes,238,No access to handwashing facility,3,Rate,2019,4.772978905576213,7.034780244913209,2.767890352721842
