"Region","Cause","Sex","Age","RRadj"
"California","Acute resp infections",1,"0",1
"California","Acute resp infections",2,"0",1
"California","All Causes",1,"0",0.618521734442113
"California","All Causes",1,"15",0.763369592886606
"California","All Causes",1,"30",0.598623805114667
"California","All Causes",1,"45",0.555539652516202
"California","All Causes",1,"5",0.656769633446531
"California","All Causes",1,"60",0.624491779714631
"California","All Causes",1,"70",0.729464083657707
"California","All Causes",1,"80",0.926669053928401
"California","All Causes",1,"NA",1
"California","All Causes",2,"0",0.628600010188915
"California","All Causes",2,"15",0.822138994739282
"California","All Causes",2,"30",0.656783732244907
"California","All Causes",2,"45",0.590367804154037
"California","All Causes",2,"5",0.677642470910322
"California","All Causes",2,"60",0.662950848191994
"California","All Causes",2,"70",0.764873737011184
"California","All Causes",2,"80",0.966482884100553
"California","All Causes",2,"NA",1
"California","Breast Cancer",1,"0",1
"California","Breast Cancer",1,"15",1
"California","Breast Cancer",1,"30",1
"California","Breast Cancer",1,"45",1.29660298219056
"California","Breast Cancer",1,"5",1
"California","Breast Cancer",1,"60",0.622497667820478
"California","Breast Cancer",1,"70",1.11994022947078
"California","Breast Cancer",1,"80",0.980085281391239
"California","Breast Cancer",1,"NA",1
"California","Breast Cancer",2,"0",1
"California","Breast Cancer",2,"15",0.944969859578541
"California","Breast Cancer",2,"30",0.966450312137245
"California","Breast Cancer",2,"45",0.841398435952326
"California","Breast Cancer",2,"5",1
"California","Breast Cancer",2,"60",0.924281601353961
"California","Breast Cancer",2,"70",0.948126904285645
"California","Breast Cancer",2,"80",1.02631810193762
"California","Breast Cancer",2,"NA",1
"California","Colon Cancer",1,"0",1
"California","Colon Cancer",1,"15",1
"California","Colon Cancer",1,"30",0.860971701190709
"California","Colon Cancer",1,"45",0.775632495664019
"California","Colon Cancer",1,"5",1
"California","Colon Cancer",1,"60",0.69843016182948
"California","Colon Cancer",1,"70",0.711637953595409
"California","Colon Cancer",1,"80",0.866700529317853
"California","Colon Cancer",1,"NA",1
"California","Colon Cancer",2,"0",1
"California","Colon Cancer",2,"15",1
"California","Colon Cancer",2,"30",0.982039440968211
"California","Colon Cancer",2,"45",0.779730724497435
"California","Colon Cancer",2,"5",1
"California","Colon Cancer",2,"60",0.791773675337714
"California","Colon Cancer",2,"70",0.808164636336306
"California","Colon Cancer",2,"80",0.935568972664297
"California","Colon Cancer",2,"NA",1
"California","Dementia",1,"0",1
"California","Dementia",1,"15",1
"California","Dementia",1,"30",1
"California","Dementia",1,"45",0.785698720689547
"California","Dementia",1,"5",1
"California","Dementia",1,"60",0.82273180429573
"California","Dementia",1,"70",0.884576738666691
"California","Dementia",1,"80",1.02725264252369
"California","Dementia",1,"NA",1
"California","Dementia",2,"0",1
"California","Dementia",2,"15",1
"California","Dementia",2,"30",1
"California","Dementia",2,"45",0.953344150606928
"California","Dementia",2,"5",1
"California","Dementia",2,"60",0.913444859549136
"California","Dementia",2,"70",0.895092110755148
"California","Dementia",2,"80",1.07788171928438
"California","Dementia",2,"NA",1
"California","Depression",1,"0",1
"California","Depression",1,"15",1
"California","Depression",1,"30",1
"California","Depression",1,"45",1
"California","Depression",1,"5",1
"California","Depression",1,"60",1
"California","Depression",1,"70",1
"California","Depression",1,"80",1
"California","Depression",1,"NA",1
"California","Depression",2,"0",1
"California","Depression",2,"15",1
"California","Depression",2,"30",1
"California","Depression",2,"45",1
"California","Depression",2,"5",1
"California","Depression",2,"60",1
"California","Depression",2,"70",1
"California","Depression",2,"80",1.03633394882864
"California","Depression",2,"NA",1
"California","Diabetes",1,"0",1
"California","Diabetes",1,"15",0.399370979456319
"California","Diabetes",1,"30",0.488328380609835
"California","Diabetes",1,"45",0.410240728358247
"California","Diabetes",1,"5",1
"California","Diabetes",1,"60",0.482278369049998
"California","Diabetes",1,"70",0.617652584957709
"California","Diabetes",1,"80",0.804855371218094
"California","Diabetes",1,"NA",1
"California","Diabetes",2,"0",1
"California","Diabetes",2,"15",1
"California","Diabetes",2,"30",0.305048486268364
"California","Diabetes",2,"45",0.32296909085486
"California","Diabetes",2,"5",1
"California","Diabetes",2,"60",0.427798474388843
"California","Diabetes",2,"70",0.513977357479785
"California","Diabetes",2,"80",0.775324476732935
"California","Diabetes",2,"NA",1
"California","Hypertensive Heart Disease",1,"0",1
"California","Hypertensive Heart Disease",1,"15",0.57016580258551
"California","Hypertensive Heart Disease",1,"30",0.515044420060373
"California","Hypertensive Heart Disease",1,"45",0.506274679216296
"California","Hypertensive Heart Disease",1,"5",1
"California","Hypertensive Heart Disease",1,"60",0.554089756931924
"California","Hypertensive Heart Disease",1,"70",0.64019065298355
"California","Hypertensive Heart Disease",1,"80",0.885745801180531
"California","Hypertensive Heart Disease",1,"NA",1
"California","Hypertensive Heart Disease",2,"0",1
"California","Hypertensive Heart Disease",2,"15",1
"California","Hypertensive Heart Disease",2,"30",0.383770676273104
"California","Hypertensive Heart Disease",2,"45",0.422467923397084
"California","Hypertensive Heart Disease",2,"5",1
"California","Hypertensive Heart Disease",2,"60",0.503033306598669
"California","Hypertensive Heart Disease",2,"70",0.651843825343395
"California","Hypertensive Heart Disease",2,"80",0.935896432435418
"California","Hypertensive Heart Disease",2,"NA",1
"California","Inflammatory Heart Disease",1,"0",1
"California","Inflammatory Heart Disease",1,"15",0.677234494892723
"California","Inflammatory Heart Disease",1,"30",0.572898093292574
"California","Inflammatory Heart Disease",1,"45",0.540608180634903
"California","Inflammatory Heart Disease",1,"5",1
"California","Inflammatory Heart Disease",1,"60",0.58075752309922
"California","Inflammatory Heart Disease",1,"70",0.679450007945443
"California","Inflammatory Heart Disease",1,"80",0.99623498736679
"California","Inflammatory Heart Disease",1,"NA",1
"California","Inflammatory Heart Disease",2,"0",0.917940897231754
"California","Inflammatory Heart Disease",2,"15",1
"California","Inflammatory Heart Disease",2,"30",0.548243823247291
"California","Inflammatory Heart Disease",2,"45",0.547982456464699
"California","Inflammatory Heart Disease",2,"5",1
"California","Inflammatory Heart Disease",2,"60",0.588778915317822
"California","Inflammatory Heart Disease",2,"70",0.80691955353181
"California","Inflammatory Heart Disease",2,"80",0.966227567945569
"California","Inflammatory Heart Disease",2,"NA",1
"California","Ischemic Heart Disease",1,"0",1
"California","Ischemic Heart Disease",1,"15",0.757185789428669
"California","Ischemic Heart Disease",1,"30",0.628428037280631
"California","Ischemic Heart Disease",1,"45",0.530480302624081
"California","Ischemic Heart Disease",1,"5",1
"California","Ischemic Heart Disease",1,"60",0.534056521195922
"California","Ischemic Heart Disease",1,"70",0.630203615080217
"California","Ischemic Heart Disease",1,"80",0.877862079118843
"California","Ischemic Heart Disease",1,"NA",1
"California","Ischemic Heart Disease",2,"0",1
"California","Ischemic Heart Disease",2,"15",1
"California","Ischemic Heart Disease",2,"30",0.311608668768759
"California","Ischemic Heart Disease",2,"45",0.390062863692321
"California","Ischemic Heart Disease",2,"5",1
"California","Ischemic Heart Disease",2,"60",0.47250765636876
"California","Ischemic Heart Disease",2,"70",0.610917778000012
"California","Ischemic Heart Disease",2,"80",0.866784405336508
