"Region","Cause","Sex","Age","RRadj"
"California","Acute resp infections",1,"0",1.09394762554453
"California","Acute resp infections",2,"0",1.01222270121376
"California","All Causes",1,"0",1.0443257601914
"California","All Causes",1,"15",1.01561686027105
"California","All Causes",1,"30",1.06678704673066
"California","All Causes",1,"45",1.11698817739084
"California","All Causes",1,"5",1.05659057933568
"California","All Causes",1,"60",1.11095626669801
"California","All Causes",1,"70",1.09339775060505
"California","All Causes",1,"80",1.00202563213891
"California","All Causes",1,"NA",1
"California","All Causes",2,"0",1.01914360694634
"California","All Causes",2,"15",0.993327307596365
"California","All Causes",2,"30",1.04968628037569
"California","All Causes",2,"45",1.13615369172773
"California","All Causes",2,"5",1.13978190808533
"California","All Causes",2,"60",1.09924189883511
"California","All Causes",2,"70",1.0530213864668
"California","All Causes",2,"80",0.975298457197205
"California","All Causes",2,"NA",1
"California","Breast Cancer",1,"0",1
"California","Breast Cancer",1,"15",1
"California","Breast Cancer",1,"30",1
"California","Breast Cancer",1,"45",1
"California","Breast Cancer",1,"5",1
"California","Breast Cancer",1,"60",0.948842350849803
"California","Breast Cancer",1,"70",1
"California","Breast Cancer",1,"80",0.922714120316816
"California","Breast Cancer",1,"NA",1
"California","Breast Cancer",2,"0",1
"California","Breast Cancer",2,"15",1.35695235751511
"California","Breast Cancer",2,"30",1.06758041946208
"California","Breast Cancer",2,"45",1.07135705765122
"California","Breast Cancer",2,"5",1
"California","Breast Cancer",2,"60",1.01174557410245
"California","Breast Cancer",2,"70",0.963627639255533
"California","Breast Cancer",2,"80",0.960792388384516
"California","Breast Cancer",2,"NA",1
"California","Colon Cancer",1,"0",1
"California","Colon Cancer",1,"15",1.21137509859631
"California","Colon Cancer",1,"30",1.0380197848586
"California","Colon Cancer",1,"45",1.07696117904359
"California","Colon Cancer",1,"5",1
"California","Colon Cancer",1,"60",1.09105396226256
"California","Colon Cancer",1,"70",1.05135637791983
"California","Colon Cancer",1,"80",1.01850765346892
"California","Colon Cancer",1,"NA",1
"California","Colon Cancer",2,"0",1
"California","Colon Cancer",2,"15",1
"California","Colon Cancer",2,"30",0.883024434141811
"California","Colon Cancer",2,"45",1.20089525096609
"California","Colon Cancer",2,"5",1
"California","Colon Cancer",2,"60",1.05006590260654
"California","Colon Cancer",2,"70",1.02068554241198
"California","Colon Cancer",2,"80",1.03468570838126
"California","Colon Cancer",2,"NA",1
"California","Dementia",1,"0",1
"California","Dementia",1,"15",1
"California","Dementia",1,"30",1
"California","Dementia",1,"45",1.11939766117221
"California","Dementia",1,"5",1
"California","Dementia",1,"60",1.15763812424909
"California","Dementia",1,"70",0.997247946334505
"California","Dementia",1,"80",0.969015104722263
"California","Dementia",1,"NA",1
"California","Dementia",2,"0",1
"California","Dementia",2,"15",1
"California","Dementia",2,"30",1
"California","Dementia",2,"45",1.02823434578427
"California","Dementia",2,"5",1
"California","Dementia",2,"60",1.06006497880337
"California","Dementia",2,"70",0.993662210589624
"California","Dementia",2,"80",0.937899723868888
"California","Dementia",2,"NA",1
"California","Depression",1,"0",1
"California","Depression",1,"15",1
"California","Depression",1,"30",1
"California","Depression",1,"45",1
"California","Depression",1,"5",1
"California","Depression",1,"60",1
"California","Depression",1,"70",1
"California","Depression",1,"80",1
"California","Depression",1,"NA",1
"California","Depression",2,"0",1
"California","Depression",2,"15",1
"California","Depression",2,"30",1
"California","Depression",2,"45",1
"California","Depression",2,"5",1
"California","Depression",2,"60",1
